"07/07/2024 19:40:38","192.168.1.100:43099","SUCCESS","GENERIC","Start"
"07/07/2024 19:40:38","192.168.1.100:43099","SUCCESS","GENERIC","main"
"07/07/2024 19:40:38","192.168.1.100:43099","SUCCESS","GENERIC","Start ConnectionTCPManager"
"07/07/2024 19:40:38","192.168.1.100:43099","SUCCESS","GENERIC","Start ConnectionUDPManager"
"07/07/2024 19:40:38","192.168.1.100:43099","INFO","GENERIC","OsName: Linux"
"07/07/2024 19:40:38","192.168.1.100:43099","WARNING","GENERIC","Read file: logs_execution_07_07_2024_19_30"
"07/07/2024 19:40:38","192.168.1.100:43099","INFO","GENERIC","Fisierul: logs_execution_07_07_2024_19_30.csv nu exista!"
"07/07/2024 19:41:08","192.168.1.100:43099","INFO","GENERIC","New client: /192.168.1.100_43216"
"07/07/2024 19:41:09","192.168.1.100:43099","SUCCESS","GENERIC","Wait request...."
"07/07/2024 19:42:29","192.168.1.100:43099","MESSAGE","GENERIC","Message from: 479b758a-45a6-46ab-9784-6a90add685d3 with file: TestWrite.java"
"07/07/2024 19:42:30","192.168.1.100:43099","INFO","479b758a-45a6-46ab-9784-6a90add685d3","Compile: Process exit value: 0"
"07/07/2024 19:42:30","192.168.1.100:43099","INFO","479b758a-45a6-46ab-9784-6a90add685d3","Compile: Process exit value: 0"
"07/07/2024 19:42:30","192.168.1.100:43099","SUCCESS","479b758a-45a6-46ab-9784-6a90add685d3","192.168.1.100:43216 I have sent the result!"
"07/07/2024 19:42:30","192.168.1.100:43099","INFO","479b758a-45a6-46ab-9784-6a90add685d3","serverJavaResourcesRemote/192.168.1.100_43216/"
"07/07/2024 19:42:30","192.168.1.100:43099","INFO","479b758a-45a6-46ab-9784-6a90add685d3","serverJavaResourcesRemote/192.168.1.100_43216_479b758a-45a6-46ab-9784-6a90add685d3"
"07/07/2024 19:42:30","192.168.1.100:43099","SUCCESS","479b758a-45a6-46ab-9784-6a90add685d3","Wait request...."
"07/07/2024 19:42:50","192.168.1.100:43099","MESSAGE","479b758a-45a6-46ab-9784-6a90add685d3","Message from: 479b758a-45a6-46ab-9784-6a90add685d3 with file: TestWrite.java"
"07/07/2024 19:42:50","192.168.1.100:43099","INFO","479b758a-45a6-46ab-9784-6a90add685d3","MessageToExecutionNode(userId=479b758a-45a6-46ab-9784-6a90add685d3, fileName=TestWrite.java, content=// ok
public class TestWrite {
    public static void main(String[] args){
        System.out.println(""Incepeti testul..."");

        int num1 = 5;
        int num2 = 7;
        int sum = num1 + num2;
        System.out.println(""Suma dintre "" + num1 + "" si "" + num2 + "" este: "" + sum);

        String text = ""Java este minunat!"";
        System.out.println(""Textul initial: "" + text);
        System.out.println(""Lungimea textului: "" + text.length());
        double pi = 3.14159;
        System.out.println(""Valoarea lui PI: "" + pi);

        System.out.println(""Testul s-a încheiat."");
    }
}
, isStartUp=1, contentByte=[], methodExecution=2)"
"07/07/2024 19:42:54","192.168.1.100:43099","ERROR","479b758a-45a6-46ab-9784-6a90add685d3","Error response from daemon: No such container: 479b758a-45a6-46ab-9784-6a90add685d3
"
